Name,source,country,site,strata,BRY,CNCA,CNTR,CRB,MOB,MOG,SP,WPOT,SC,SHAD,Unc,MAA,MAEC
EC_SX_RA_HT_20190328_Q02,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q03,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q04,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q05,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q06,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q07,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q08,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q09,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_HT_20190328_Q10,visual,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_LT_20190328_Q01,visual,EC,RA,LT,0,0,0,0,0,0,0,0,60,0,0,0,0
EC_SX_RA_LT_20190328_Q02,visual,EC,RA,LT,0,0,0,0,0,0,0,0,91,0,0,0,0
EC_SX_RA_LT_20190328_Q03,visual,EC,RA,LT,0,0,0,6,0,0,0,0,90,0,0,0,0
EC_SX_RA_LT_20190328_Q04,visual,EC,RA,LT,0,0,2,2,0,0,0,0,90,0,0,0,0
EC_SX_RA_LT_20190328_Q05,visual,EC,RA,LT,0,0,1,0,0,0,0,0,94,0,0,0,0
EC_SX_RA_LT_20190328_Q06,visual,EC,RA,LT,0,0,1,0,0,0,0,0,16,0,0,0,0
EC_SX_RA_LT_20190328_Q07,visual,EC,RA,LT,0,0,0,0,0,0,0,0,80,0,0,0,0
EC_SX_RA_LT_20190328_Q08,visual,EC,RA,LT,0,0,3,0,0,0,0,0,27,0,0,0,0
EC_SX_RA_LT_20190328_Q09,visual,EC,RA,LT,0,0,0,2,0,0,0,0,79,0,0,0,0
EC_SX_RA_LT_20190328_Q10,visual,EC,RA,LT,0,0,0,0,0,0,0,0,18,0,0,0,0
EC_SX_RA_MT_20190328_Q01,visual,EC,RA,MT,0,0,0,0,0,0,0,0,25,0,0,0,0
EC_SX_RA_MT_20190328_Q02,visual,EC,RA,MT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_MT_20190328_Q03,visual,EC,RA,MT,0,0,0,0,0,0,0,0,70,0,0,0,0
EC_SX_RA_MT_20190328_Q04,visual,EC,RA,MT,0,0,0,0,0,0,0,0,97,0,0,0,0
EC_SX_RA_MT_20190328_Q05,visual,EC,RA,MT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_MT_20190328_Q06,visual,EC,RA,MT,0,0,0,0,0,0,0,0,92,0,0,0,0
EC_SX_RA_MT_20190328_Q07,visual,EC,RA,MT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_RA_MT_20190328_Q08,visual,EC,RA,MT,0,0,9,0,0,0,0,0,74,0,0,0,0
EC_SX_RA_MT_20190328_Q09,visual,EC,RA,MT,0,0,0,0,0,0,0,0,13,0,0,0,0
EC_SX_RA_MT_20190328_Q10,visual,EC,RA,MT,0,0,0,0,0,0,0,0,50,0,0,0,0
EC_SX_TO_HT_20190329_Q01,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q02,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q03,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q04,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q05,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q06,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q07,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q08,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q09,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_HT_20190329_Q10,visual,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
EC_SX_TO_LT_20190329_Q01,visual,EC,TO,LT,0,0,0,1,0,0,0,0,80,0,0,0,0
EC_SX_TO_LT_20190329_Q02,visual,EC,TO,LT,0,0,0,0,0,0,0,0,82,0,0,0,0
EC_SX_TO_LT_20190329_Q03,visual,EC,TO,LT,0,0,0,0,0,0,0,0,71,0,0,0,0
EC_SX_TO_LT_20190329_Q04,visual,EC,TO,LT,0,0,0,0,0,0,0,0,82,0,0,0,0
EC_SX_TO_LT_20190329_Q05,visual,EC,TO,LT,0,0,0,1,0,0,0,0,61,0,0,0,0
EC_SX_TO_LT_20190329_Q06,visual,EC,TO,LT,0,0,0,0,0,0,0,0,44,0,0,0,0
EC_SX_TO_LT_20190329_Q07,visual,EC,TO,LT,0,0,0,0,0,0,0,0,86,0,0,0,0
EC_SX_TO_LT_20190329_Q08,visual,EC,TO,LT,0,0,1,1,0,0,0,0,75,0,0,0,0
EC_SX_TO_LT_20190329_Q09,visual,EC,TO,LT,0,0,3,0,0,0,0,0,71,0,0,0,0
EC_SX_TO_LT_20190329_Q10,visual,EC,TO,LT,0,0,0,0,0,0,0,0,91,0,0,0,0
EC_SX_TO_MT_20190329_Q01,visual,EC,TO,MT,0,0,1,0,0,0,0,0,66,0,0,0,0
EC_SX_TO_MT_20190329_Q02,visual,EC,TO,MT,0,0,0,0,0,0,0,0,83,0,0,0,0
EC_SX_TO_MT_20190329_Q03,visual,EC,TO,MT,0,0,0,0,0,0,0,0,39,0,0,0,0
EC_SX_TO_MT_20190329_Q04,visual,EC,TO,MT,0,0,0,0,0,0,0,0,31,0,0,0,0
EC_SX_TO_MT_20190329_Q05,visual,EC,TO,MT,0,0,0,0,0,0,0,0,40,0,0,0,0
EC_SX_TO_MT_20190329_Q06,visual,EC,TO,MT,0,0,0,0,0,0,0,0,42,0,0,0,0
EC_SX_TO_MT_20190329_Q07,visual,EC,TO,MT,0,0,0,0,0,0,0,0,30,0,0,0,0
EC_SX_TO_MT_20190329_Q08,visual,EC,TO,MT,0,0,0,0,0,0,0,0,24,0,0,0,0
EC_SX_TO_MT_20190329_Q09,visual,EC,TO,MT,0,0,0,0,0,0,0,0,67,0,0,0,0
EC_SX_TO_MT_20190329_Q10,visual,EC,TO,MT,0,0,0,0,0,0,0,0,6,0,0,0,0
AR_PM_PC_HT_20181105_Q01,robot,AR,PC,HT,0,0,0,0,0,0,0,0,86,0,0,0,0
AR_PM_PC_HT_20181105_Q02,robot,AR,PC,HT,0,0,0,1,0,0,0,0,62,0,0,0,0
AR_PM_PC_HT_20181105_Q03,robot,AR,PC,HT,0,0,0,0,0,0,0,0,51,0,0,0,0
AR_PM_PC_HT_20181105_Q04,robot,AR,PC,HT,0,0,0,0,0,0,0,0,39,0,0,0,0
AR_PM_PC_HT_20181105_Q05,robot,AR,PC,HT,0,0,0,0,0,0,0,0,32,0,0,0,0
AR_PM_PC_HT_20181105_Q06,robot,AR,PC,HT,0,0,0,0,3,0,0,0,71,0,0,0,0
AR_PM_PC_HT_20181105_Q07,robot,AR,PC,HT,0,0,0,0,7,0,0,0,67,0,0,0,0
AR_PM_PC_HT_20181105_Q08,robot,AR,PC,HT,0,0,0,0,2,0,0,0,69,0,0,0,0
AR_PM_PC_HT_20181105_Q09,robot,AR,PC,HT,0,0,0,1,1,0,0,0,48,0,0,0,0
AR_PM_PC_HT_20181105_Q10,robot,AR,PC,HT,0,0,0,0,1,0,0,0,65,0,0,0,0
AR_PM_PC_LT_20181105_Q01,robot,AR,PC,LT,0,0,0,1,1,0,0,0,45,0,0,13,0
AR_PM_PC_LT_20181105_Q02,robot,AR,PC,LT,0,0,0,0,1,0,0,4,42,0,0,5,0
AR_PM_PC_LT_20181105_Q03,robot,AR,PC,LT,0,0,0,0,3,0,0,0,30,0,0,28,0
AR_PM_PC_LT_20181105_Q04,robot,AR,PC,LT,0,0,0,0,0,0,0,2,38,0,0,3,0
AR_PM_PC_LT_20181105_Q05,robot,AR,PC,LT,0,0,0,0,0,0,0,1,22,0,0,4,0
AR_PM_PC_LT_20181105_Q06,robot,AR,PC,LT,0,0,0,0,1,0,0,2,43,0,0,11,0
AR_PM_PC_LT_20181105_Q07,robot,AR,PC,LT,0,0,0,0,2,0,0,0,53,0,0,17,0
AR_PM_PC_LT_20181105_Q08,robot,AR,PC,LT,0,0,0,0,0,0,0,0,53,0,0,12,0
AR_PM_PC_LT_20181105_Q09,robot,AR,PC,LT,0,0,0,0,0,0,0,0,35,0,0,11,0
AR_PM_PC_LT_20181105_Q10,robot,AR,PC,LT,0,0,0,0,1,0,0,0,51,0,0,12,0
AR_PM_PC_MT_20181105_Q01,robot,AR,PC,MT,0,0,0,2,89,0,0,0,7,0,0,0,0
AR_PM_PC_MT_20181105_Q02,robot,AR,PC,MT,0,0,0,5,88,0,0,0,4,0,0,0,0
AR_PM_PC_MT_20181105_Q03,robot,AR,PC,MT,0,0,0,3,79,0,0,0,11,0,0,0,0
AR_PM_PC_MT_20181105_Q04,robot,AR,PC,MT,0,0,0,1,80,0,0,0,13,0,0,1,0
AR_PM_PC_MT_20181105_Q05,robot,AR,PC,MT,0,0,0,0,77,0,0,0,13,0,0,0,0
AR_PM_PC_MT_20181105_Q06,robot,AR,PC,MT,0,0,0,1,92,0,0,0,5,0,0,0,0
AR_PM_PC_MT_20181105_Q07,robot,AR,PC,MT,0,0,0,5,87,0,0,0,5,0,1,0,0
AR_PM_PC_MT_20181105_Q08,robot,AR,PC,MT,0,0,0,8,88,0,0,0,3,0,0,0,0
AR_PM_PC_MT_20181105_Q09,robot,AR,PC,MT,0,0,0,1,81,0,0,0,16,0,0,0,0
AR_PM_PC_MT_20181105_Q10,robot,AR,PC,MT,0,0,0,5,90,0,0,0,0,0,0,0,0
AR_PM_PE_HT_20181025_Q01,robot,AR,PE,HT,0,0,0,0,2,0,0,0,46,0,0,0,0
AR_PM_PE_HT_20181025_Q02,robot,AR,PE,HT,0,0,0,4,0,0,0,0,84,0,0,0,0
AR_PM_PE_HT_20181025_Q03,robot,AR,PE,HT,0,0,0,2,0,0,0,0,91,0,0,0,0
AR_PM_PE_HT_20181025_Q04,robot,AR,PE,HT,0,0,0,2,0,0,0,0,89,0,0,0,0
AR_PM_PE_HT_20181025_Q05,robot,AR,PE,HT,0,0,0,1,0,0,0,0,72,0,0,0,0
AR_PM_PE_HT_20181025_Q06,robot,AR,PE,HT,0,0,0,2,0,0,0,0,86,0,0,0,0
AR_PM_PE_HT_20181025_Q07,robot,AR,PE,HT,0,0,0,3,1,0,0,0,96,0,0,0,0
AR_PM_PE_HT_20181025_Q08,robot,AR,PE,HT,0,0,0,0,0,0,0,0,48,0,0,0,0
AR_PM_PE_HT_20181025_Q09,robot,AR,PE,HT,0,0,0,10,0,0,0,0,65,0,0,0,0
AR_PM_PE_HT_20181025_Q10,robot,AR,PE,HT,0,0,0,0,0,0,0,0,71,0,0,0,0
AR_PM_PE_LT_20181025_Q01,robot,AR,PE,LT,0,0,0,0,1,0,0,0,6,0,0,27,0
AR_PM_PE_LT_20181025_Q02,robot,AR,PE,LT,0,0,0,0,0,0,0,0,2,0,1,20,0
AR_PM_PE_LT_20181025_Q03,robot,AR,PE,LT,0,0,0,0,0,0,0,0,1,0,0,3,3
AR_PM_PE_LT_20181025_Q04,robot,AR,PE,LT,0,0,0,0,0,0,0,0,7,0,2,1,5
AR_PM_PE_LT_20181025_Q05,robot,AR,PE,LT,0,0,0,0,0,0,0,0,1,0,0,4,0
AR_PM_PE_LT_20181025_Q06,robot,AR,PE,LT,0,0,0,0,0,0,0,0,3,0,0,10,0
AR_PM_PE_LT_20181025_Q07,robot,AR,PE,LT,0,0,0,0,1,0,0,0,4,0,0,32,0
AR_PM_PE_LT_20181025_Q08,robot,AR,PE,LT,0,0,0,0,0,0,0,0,1,0,0,6,0
AR_PM_PE_LT_20181025_Q09,robot,AR,PE,LT,0,0,0,0,1,0,0,0,0,0,0,6,0
AR_PM_PE_LT_20181025_Q10,robot,AR,PE,LT,0,0,0,0,2,0,0,0,2,0,1,15,0
AR_PM_PE_MT_20181025_Q01,robot,AR,PE,MT,0,0,0,5,87,0,0,0,6,0,0,1,0
AR_PM_PE_MT_20181025_Q02,robot,AR,PE,MT,0,0,0,1,89,0,0,0,2,0,0,1,0
AR_PM_PE_MT_20181025_Q03,robot,AR,PE,MT,0,0,0,0,99,0,0,0,1,0,0,0,0
AR_PM_PE_MT_20181025_Q04,robot,AR,PE,MT,0,0,0,3,88,0,0,0,3,0,0,0,0
AR_PM_PE_MT_20181025_Q05,robot,AR,PE,MT,0,0,0,6,75,0,0,0,7,0,0,1,0
AR_PM_PE_MT_20181025_Q06,robot,AR,PE,MT,0,0,0,0,80,0,0,0,6,0,0,6,0
AR_PM_PE_MT_20181025_Q07,robot,AR,PE,MT,0,0,0,2,93,0,0,0,2,0,0,2,0
AR_PM_PE_MT_20181025_Q08,robot,AR,PE,MT,0,0,0,2,84,0,0,0,8,0,0,0,0
AR_PM_PE_MT_20181025_Q09,robot,AR,PE,MT,0,0,0,1,95,0,0,0,3,0,0,0,0
AR_PM_PE_MT_20181025_Q10,robot,AR,PE,MT,0,0,0,0,93,0,0,0,1,0,0,4,0
AR_PM_PL_HT_20181026_Q01,robot,AR,PL,HT,0,0,0,0,0,0,0,0,80,0,0,0,0
AR_PM_PL_HT_20181026_Q02,robot,AR,PL,HT,0,0,0,0,0,0,0,0,83,0,0,0,0
AR_PM_PL_HT_20181026_Q03,robot,AR,PL,HT,0,0,0,0,0,0,0,0,93,0,0,0,0
AR_PM_PL_HT_20181026_Q04,robot,AR,PL,HT,0,0,0,0,0,0,0,0,86,0,0,1,0
AR_PM_PL_HT_20181026_Q05,robot,AR,PL,HT,0,0,0,0,0,0,0,0,82,0,0,0,0
AR_PM_PL_HT_20181026_Q06,robot,AR,PL,HT,0,0,0,0,0,0,0,0,68,0,0,0,0
AR_PM_PL_HT_20181026_Q07,robot,AR,PL,HT,0,0,0,0,0,0,0,0,49,0,0,0,0
AR_PM_PL_HT_20181026_Q08,robot,AR,PL,HT,0,0,0,0,0,0,0,0,26,0,0,0,0
AR_PM_PL_HT_20181026_Q09,robot,AR,PL,HT,0,0,0,0,0,0,0,0,40,0,0,0,0
AR_PM_PL_HT_20181026_Q10,robot,AR,PL,HT,0,0,0,0,0,0,0,0,64,0,0,0,0
AR_PM_PL_LT_20181026_Q01,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,0,0,17,0
AR_PM_PL_LT_20181026_Q02,robot,AR,PL,LT,0,0,0,0,1,0,0,0,0,0,0,17,0
AR_PM_PL_LT_20181026_Q03,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,0,0,14,0
AR_PM_PL_LT_20181026_Q04,robot,AR,PL,LT,0,0,0,0,2,0,0,0,0,0,0,6,2
AR_PM_PL_LT_20181026_Q05,robot,AR,PL,LT,0,0,0,0,0,0,0,0,3,0,0,20,0
AR_PM_PL_LT_20181026_Q06,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,0,1,27,0
AR_PM_PL_LT_20181026_Q07,robot,AR,PL,LT,0,0,0,0,0,0,0,0,0,0,0,8,0
AR_PM_PL_LT_20181026_Q08,robot,AR,PL,LT,0,0,0,0,0,0,0,0,0,0,0,22,0
AR_PM_PL_LT_20181026_Q09,robot,AR,PL,LT,0,0,0,0,1,0,0,0,1,0,0,15,0
AR_PM_PL_LT_20181026_Q10,robot,AR,PL,LT,0,0,0,0,3,0,0,0,1,0,0,22,0
AR_PM_PL_MT_20181026_Q01,robot,AR,PL,MT,0,0,0,1,75,0,0,0,3,0,0,6,0
AR_PM_PL_MT_20181026_Q02,robot,AR,PL,MT,0,0,0,4,64,0,0,0,2,0,0,4,0
AR_PM_PL_MT_20181026_Q03,robot,AR,PL,MT,0,0,0,1,43,0,0,0,22,0,0,0,0
AR_PM_PL_MT_20181026_Q04,robot,AR,PL,MT,0,0,0,3,52,0,0,0,7,0,0,1,0
AR_PM_PL_MT_20181026_Q05,robot,AR,PL,MT,0,0,0,0,89,0,0,0,1,0,0,4,0
AR_PM_PL_MT_20181026_Q06,robot,AR,PL,MT,0,0,0,2,84,0,0,0,6,0,0,0,0
AR_PM_PL_MT_20181026_Q07,robot,AR,PL,MT,0,0,0,5,77,0,0,0,5,0,0,6,0
AR_PM_PL_MT_20181026_Q08,robot,AR,PL,MT,0,0,0,2,93,0,0,0,2,0,1,0,0
AR_PM_PL_MT_20181026_Q09,robot,AR,PL,MT,0,0,0,3,94,0,0,0,0,0,0,1,0
AR_PM_PL_MT_20181026_Q10,robot,AR,PL,MT,0,0,0,0,90,0,0,0,3,0,1,3,0
CO_GI_LM_HT_20181014_Q01,robot,CO,LM,HT,0,0,0,0,0,0,0,0,97,0,0,0,0
CO_GI_LM_HT_20181014_Q02,robot,CO,LM,HT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LM_HT_20181014_Q03,robot,CO,LM,HT,0,0,0,0,0,1,0,0,98,0,0,0,0
CO_GI_LM_HT_20181014_Q04,robot,CO,LM,HT,0,0,0,0,0,1,0,0,99,0,0,0,0
CO_GI_LM_HT_20181014_Q05,robot,CO,LM,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LM_HT_20181014_Q06,robot,CO,LM,HT,0,0,0,0,0,0,0,0,96,0,0,0,0
CO_GI_LM_HT_20181014_Q07,robot,CO,LM,HT,0,0,0,0,0,0,0,8,91,0,0,0,0
CO_GI_LM_HT_20181014_Q08,robot,CO,LM,HT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LM_HT_20181014_Q09,robot,CO,LM,HT,0,0,0,0,0,3,0,2,94,0,0,0,0
CO_GI_LM_HT_20181014_Q10,robot,CO,LM,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LM_LT_20181014_Q01,robot,CO,LM,LT,0,0,0,0,0,0,0,0,36,0,0,0,0
CO_GI_LM_LT_20181014_Q02,robot,CO,LM,LT,0,0,0,0,0,0,0,0,66,0,0,0,0
CO_GI_LM_LT_20181014_Q03,robot,CO,LM,LT,0,0,0,0,0,0,0,0,82,0,0,0,0
CO_GI_LM_LT_20181014_Q04,robot,CO,LM,LT,0,0,0,0,0,0,0,0,96,0,0,0,0
CO_GI_LM_LT_20181014_Q05,robot,CO,LM,LT,0,0,0,0,0,1,0,0,49,0,0,0,0
CO_GI_LM_LT_20181014_Q06,robot,CO,LM,LT,0,0,0,0,0,0,0,0,82,0,0,0,0
CO_GI_LM_LT_20181014_Q07,robot,CO,LM,LT,0,0,0,0,0,0,0,0,86,0,0,0,0
CO_GI_LM_LT_20181014_Q08,robot,CO,LM,LT,0,0,0,0,0,0,0,0,91,0,0,0,0
CO_GI_LM_LT_20181014_Q09,robot,CO,LM,LT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LM_LT_20181014_Q10,robot,CO,LM,LT,0,0,0,0,0,0,0,0,84,0,0,0,0
CO_GI_LM_MT_20181014_Q01,robot,CO,LM,MT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LM_MT_20181014_Q02,robot,CO,LM,MT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LM_MT_20181014_Q03,robot,CO,LM,MT,0,0,0,0,0,1,0,0,97,0,0,0,0
CO_GI_LM_MT_20181014_Q04,robot,CO,LM,MT,0,0,0,0,0,0,0,0,98,0,0,0,0
CO_GI_LM_MT_20181014_Q05,robot,CO,LM,MT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LM_MT_20181014_Q06,robot,CO,LM,MT,0,0,0,0,0,0,0,0,98,0,0,0,0
CO_GI_LM_MT_20181014_Q07,robot,CO,LM,MT,0,0,0,0,0,0,0,0,72,0,0,0,0
CO_GI_LM_MT_20181014_Q08,robot,CO,LM,MT,0,0,0,0,0,0,0,0,91,0,0,0,0
CO_GI_LM_MT_20181014_Q09,robot,CO,LM,MT,0,0,0,0,0,0,0,0,71,0,0,0,0
CO_GI_LM_MT_20181014_Q10,robot,CO,LM,MT,0,0,0,0,0,0,0,0,69,0,0,0,0
CO_GI_LV_HT_20181010_Q01,robot,CO,LV,HT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LV_HT_20181010_Q02,robot,CO,LV,HT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LV_HT_20181010_Q03,robot,CO,LV,HT,0,0,0,0,0,3,0,0,97,0,0,0,0
CO_GI_LV_HT_20181010_Q04,robot,CO,LV,HT,0,0,0,0,0,2,0,0,92,0,6,0,0
CO_GI_LV_HT_20181010_Q05,robot,CO,LV,HT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LV_HT_20181010_Q06,robot,CO,LV,HT,0,0,0,0,0,4,0,0,96,0,0,0,0
CO_GI_LV_HT_20181010_Q07,robot,CO,LV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LV_HT_20181010_Q08,robot,CO,LV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_LV_HT_20181010_Q09,robot,CO,LV,HT,0,0,0,0,0,0,0,0,99,0,0,0,0
CO_GI_LV_HT_20181010_Q10,robot,CO,LV,HT,0,0,0,0,0,1,0,0,98,0,0,0,0
CO_GI_LV_LT_20181011_Q01,robot,CO,LV,LT,0,0,0,0,0,0,0,0,14,0,0,0,0
CO_GI_LV_LT_20181011_Q02,robot,CO,LV,LT,0,0,0,0,0,0,0,0,28,0,0,0,0
CO_GI_LV_LT_20181011_Q03,robot,CO,LV,LT,0,0,0,0,0,0,0,0,17,0,0,0,0
CO_GI_LV_LT_20181011_Q04,robot,CO,LV,LT,0,0,0,0,0,0,0,0,9,0,0,1,0
CO_GI_LV_LT_20181011_Q05,robot,CO,LV,LT,0,0,0,0,0,0,0,0,14,0,0,0,0
CO_GI_LV_LT_20181011_Q06,robot,CO,LV,LT,0,0,0,0,0,0,0,0,5,0,0,21,0
CO_GI_LV_LT_20181011_Q07,robot,CO,LV,LT,0,0,0,0,0,0,0,0,21,0,0,11,0
CO_GI_LV_LT_20181011_Q08,robot,CO,LV,LT,0,0,0,0,0,0,0,1,20,0,0,0,0
CO_GI_LV_LT_20181011_Q09,robot,CO,LV,LT,0,0,0,0,0,0,0,1,38,0,0,0,0
CO_GI_LV_LT_20181011_Q10,robot,CO,LV,LT,0,0,0,0,0,0,0,0,1,0,0,25,0
CO_GI_LV_MT_20181010_Q01,robot,CO,LV,MT,0,0,0,0,0,0,0,0,92,0,0,0,0
CO_GI_LV_MT_20181010_Q02,robot,CO,LV,MT,0,0,0,2,0,0,0,0,73,0,0,0,0
CO_GI_LV_MT_20181010_Q03,robot,CO,LV,MT,0,0,0,0,0,1,0,0,50,0,0,0,0
CO_GI_LV_MT_20181010_Q04,robot,CO,LV,MT,0,0,0,0,0,0,0,0,74,0,0,0,0
CO_GI_LV_MT_20181010_Q05,robot,CO,LV,MT,0,0,0,0,0,0,0,0,52,0,0,0,0
CO_GI_LV_MT_20181010_Q06,robot,CO,LV,MT,0,0,0,0,0,0,0,0,67,0,0,0,0
CO_GI_LV_MT_20181010_Q07,robot,CO,LV,MT,0,0,0,0,0,0,0,0,56,0,0,0,0
CO_GI_LV_MT_20181010_Q08,robot,CO,LV,MT,0,0,0,0,0,0,0,0,56,0,0,0,0
CO_GI_LV_MT_20181010_Q09,robot,CO,LV,MT,0,0,0,0,0,0,0,0,45,0,0,0,0
CO_GI_LV_MT_20181010_Q10,robot,CO,LV,MT,0,0,0,0,0,1,0,0,94,0,0,0,0
CO_GI_PV_HT_20181012_Q01,robot,CO,PV,HT,0,0,0,0,0,0,0,0,98,0,0,0,0
CO_GI_PV_HT_20181012_Q02,robot,CO,PV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_PV_HT_20181012_Q03,robot,CO,PV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_PV_HT_20181012_Q04,robot,CO,PV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_PV_HT_20181012_Q05,robot,CO,PV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0
CO_GI_PV_HT_20181012_Q06,robot,CO,PV,HT,0,0,0,0,0,1,0,0,99,0,0,0,0
