"Name","Date","habitat","country","locality","site","strata","Height (cm)","Latitude","Longitude","Camera","Photographer","Water quality","Strobes","Framing gear used","White balance card","Comments"
"AR_PM_PC_HT_20181105_Q01_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q02_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q03_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q04_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q05_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q06_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q07_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q08_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q09_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_HT_20181105_Q10_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","HIGHTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q01_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q02_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q03_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q04_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q05_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q06_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q07_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q08_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q09_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_LT_20181105_Q10_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","LOWTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q01_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q02_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q03_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q04_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q05_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q06_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q07_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q08_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q09_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PC_MT_20181105_Q10_Random.jpg","11/05/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA CUEVAS","MIDTIDE",60,-42.77986,-65.00171,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q01_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q02_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q03_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q04_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q05_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q06_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q07_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q08_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q09_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_HT_20181025_Q10_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","HIGHTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q01_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q02_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q03_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q04_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q05_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q06_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q07_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q08_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q09_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_LT_20181025_Q10_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","LOWTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q01_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q02_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q03_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q04_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q05_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q06_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q07_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q08_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q09_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PE_MT_20181025_Q10_Random.jpg","10/25/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA ESTE","MIDTIDE",60,-42.78511,-64.95264,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q01_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q02_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q03_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q04_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q05_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q06_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q07_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q08_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q09_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_HT_20181026_Q10_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","HIGHTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q01_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q02_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q03_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q04_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q05_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q06_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q07_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q08_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q09_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_LT_20181026_Q10_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_MT_20181026_Q01_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_MT_20181026_Q02_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_MT_20181026_Q03_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_MT_20181026_Q04_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
"AR_PM_PL_MT_20181026_Q05_Random.jpg","10/26/2018","ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,-42.8120275583333,-64.8917416066667,"COOLPIX AW130","Bigatti","INTERTIDAL",0,"50 X 50",0,"Intertidal Argentina"
