Name1,Name2,Annotation status,Annotation area,A,BRY,CNCA,CNTR,CR,CRB,ESS,ESU,MOB,MOCH,MOG,SP,WPOT,SU,SC,LICHEN,SHAD,Unc,MAA,MAEC,MAEF,MAEN,MAENR,MAF,MAG,MALA,MALCB,MAS
USMECH201808_189_low_(3)_human.JPG,USMECH201808_189_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,87,0,8,0,0,0,0,0,0
USMECH201808_190_low_(2)_human.JPG,USMECH201808_190_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,43,0,0,0,0,1,0,0,0,5,0,0,0,0,50,0,1,0,0,0,0,0,0
USMECH201808_191_low_(2)_human.JPG,USMECH201808_191_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,10,0,0,2,0,0,0,0,0,3,0,0,0,0,72,8,0,0,0,0,5,0,0
USMECH201808_191_low_(3)_human.JPG,USMECH201808_191_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,18,0,0,16,0,0,0,0,0,3,0,0,0,0,48,9,0,0,0,0,6,0,0
USMECH201808_192_low_(2)_human.JPG,USMECH201808_192_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,14,0,0,2,0,0,0,0,0,4,0,0,0,0,79,0,1,0,0,0,0,0,0
USMECH201808_192_low_(3)_human.JPG,USMECH201808_192_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
USMECH201808_193_low_(2)_human.JPG,USMECH201808_193_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,9,0,0,8,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,1,0,0
USMECH201808_193_low_(3)_human.JPG,USMECH201808_193_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,3,0,0
USMECH201808_194_low_(3)_human.JPG,USMECH201808_194_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,76,0,0,2,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0
USMECH201808_195_low_(3)_human.JPG,USMECH201808_195_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,84,0,0,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
USMECH201808_196_high_(3)_human.JPG,USMECH201808_196_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,22,0,0,7,0,5,0,0,0,8,0,0,0,0,31,0,15,0,12,0,0,0,0
USMECH201808_198_high_(2)_human.JPG,USMECH201808_198_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,0,0
USMECH201808_198_high_(3)_human.JPG,USMECH201808_198_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,9,0,0,1,0,6,0,0,0,4,0,0,0,0,76,0,4,0,0,0,0,0,0
USMECH201808_199_high_(2)_human.JPG,USMECH201808_199_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,97,0,0,0,0,0,0,0,0
USMECH201808_199_high_(3)_human.JPG,USMECH201808_199_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,6,0,0,1,0,0,0,0,0,9,0,0,0,0,78,0,5,0,0,0,1,0,0
USMECH201808_200_high_(2)_human.JPG,USMECH201808_200_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,31,0,0,6,0,7,0,0,0,11,0,0,0,0,23,0,7,0,14,0,1,0,0
USMECH201808_562_high_(2)_human.JPG,USMECH201808_562_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,17,0,0,0,0,2,0,0,0,4,0,0,0,0,76,0,1,0,0,0,0,0,0
USMECH201808_562_high_(3)_human.JPG,USMECH201808_562_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,49,0,0,0,0,0,0,0,0,5,0,0,0,0,45,0,1,0,0,0,0,0,0
USMECH201808_563_high_(3)_human.JPG,USMECH201808_563_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,52,0,0,13,0,1,0,0,0,5,0,0,0,0,29,0,0,0,0,0,0,0,0
USMECH201808_564_low_(3)_human.JPG,USMECH201808_564_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,13,0,0,0,0,1,0,0,0,9,0,0,0,0,76,0,1,0,0,0,0,0,0
USMECH201905_189_low_(2)_human.JPG,USMECH201905_189_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,25,0,0,1,0,0,0,0,0,9,0,0,0,0,53,0,1,0,11,0,0,0,0
USMECH201905_190_low_(2)_human.JPG,USMECH201905_190_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,28,0,0,0,0,1,0,0,0,1,0,0,0,0,70,0,0,0,0,0,0,0,0
USMECH201905_191_low_(2)_human.JPG,USMECH201905_191_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,25,0,0,5,0,1,0,0,0,23,0,0,0,0,46,0,0,0,0,0,0,0,0
USMECH201905_191_low_(3)_human.JPG,USMECH201905_191_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,31,0,0,4,0,2,0,0,0,13,0,0,0,0,46,0,2,0,2,0,0,0,0
USMECH201905_192_low_(2)_human.JPG,USMECH201905_192_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
USMECH201905_192_low_(3)_human.JPG,USMECH201905_192_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,60,0,0,0,0,0,0,0,0
USMECH201905_192_low_(4)_human.JPG,USMECH201905_192_low_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
USMECH201905_193_low_(3)_human.JPG,USMECH201905_193_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,19,0,0,3,0,5,0,0,0,4,0,0,0,0,50,0,19,0,0,0,0,0,0
USMECH201905_193_low_(4)_human.JPG,USMECH201905_193_low_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,24,0,0,5,0,6,0,0,0,7,0,0,0,0,45,0,13,0,0,0,0,0,0
USMECH201905_194_low_(2)_human.JPG,USMECH201905_194_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,77,0,0,1,0,1,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0
USMECH201905_194_low_(3)_human.JPG,USMECH201905_194_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,76,0,0,0,0,0,0,0,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0
USMECH201905_195_low_(2)_human.JPG,USMECH201905_195_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,96,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
USMECH201905_195_low_(3)_human.JPG,USMECH201905_195_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,97,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
USMECH201905_196_high_(2)_human.JPG,USMECH201905_196_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,49,0,0,0,0,0,0,0,0,24,0,0,0,0,15,0,8,0,3,0,0,0,0
USMECH201905_196_high_(3)_human.JPG,USMECH201905_196_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,1,42,0,0,0,0,1,0,0,0,22,0,0,0,0,13,0,18,0,2,0,0,0,0
USMECH201905_198_high_(2)_human.JPG,USMECH201905_198_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21,0,0,0,0,59,0,9,0,0,0,0,0,0
USMECH201905_198_high_(3)_human.JPG,USMECH201905_198_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,0,1,0,0,59,0,12,0,0,0,0,0,0
USMECH201905_199_high_(2)_human.JPG,USMECH201905_199_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,18,0,0,1,0,1,0,0,0,16,0,0,0,0,33,0,25,0,0,0,6,0,0
USMECH201905_200_high_(2)_human.JPG,USMECH201905_200_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,28,0,0,0,0,0,57,0,0
USMECH201905_200_high_(3)_human.JPG,USMECH201905_200_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,65,0,0
USMECH201905_562_high_(2)_human.JPG,USMECH201905_562_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,52,0,0,0,0,2,0,0,0,12,0,0,0,0,12,0,0,0,10,0,12,0,0
USMECH201905_562_high_(3)_human.JPG,USMECH201905_562_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,54,0,0,0,0,1,0,0,0,6,0,0,0,0,15,0,4,0,12,0,8,0,0
USMECH201905_563_high_(2)_human.JPG,USMECH201905_563_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,40,0,0,19,0,0,0,0,0,1,0,0,0,0,28,0,9,0,0,0,0,0,0
USMECH201905_563_high_(3)_human.JPG,USMECH201905_563_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,46,0,0,10,0,0,0,0,0,6,0,0,0,0,34,0,2,0,0,0,0,0,0
USMECH201905_564_low_(1)_human.JPG,USMECH201905_564_low_(1).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,2,0,0,0,0,0,0
USMEGS201807_100_low_(3)_human.JPG,USMEGS201807_100_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0
USMEGS201807_107_low_(3)_human.JPG,USMEGS201807_107_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,11,0,0,0,0,8,0,0,0,45,0,0,0,0,33,0,0,0,0,0,0,0,0
USMEGS201807_133_low_(2)_human.JPG,USMEGS201807_133_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,91,0,0,0,0,0,0,0,0
USMEGS201807_133_low_(3)_human.JPG,USMEGS201807_133_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,20,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,46,0,0,0,0,0,0,0,0
USMEGS201807_134_high_(3)_human.JPG,USMEGS201807_134_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,61,0,0,0,0,0,0,0,0
USMEGS201807_135_high_(3)_human.JPG,USMEGS201807_135_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,57,0,0,2,0,2,0,0,0,4,0,0,0,0,35,0,0,0,0,0,0,0,0
USMEGS201807_149_high_(2)_human.JPG,USMEGS201807_149_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
USMEGS201807_159_high_(2)_human.JPG,USMEGS201807_159_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,96,0,0,0,0,0,0,0,0
USMEGS201807_159_high_(3)_human.JPG,USMEGS201807_159_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,31,0,0,0,0,1,0,0,0,3,0,0,0,0,65,0,0,0,0,0,0,0,0
USMEGS201807_160_high_(2)_human.JPG,USMEGS201807_160_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
USMEGS201807_165_high_(2)_human.JPG,USMEGS201807_165_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,72,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,6,0,0,0,0,0,0
USMEGS201807_166_high_(2)_human.JPG,USMEGS201807_166_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,84,0,0,0,0,1,0,0,0,8,0,1,0,0,6,0,0,0,0,0,0,0,0
USMEGS201807_186_high_(2)_human.JPG,USMEGS201807_186_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,42,0,0,0,0,0,0,0,0,15,0,0,0,0,43,0,0,0,0,0,0,0,0
USMEGS201807_187_high_(2)_human.JPG,USMEGS201807_187_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,93,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
USMEGS201807_94_low_(2)_human.JPG,USMEGS201807_94_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
USMEGS201807_94_low_(3)_human.JPG,USMEGS201807_94_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
USMEGS201807_98_low_(3)_human.JPG,USMEGS201807_98_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,91,0,0,0,0,0,0,0,0
USMEGS201807_99_low_(2)_human.JPG,USMEGS201807_99_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,87,0,7,0,0,0,0,0,0
USMEGS201807_99_low_(3)_human.JPG,USMEGS201807_99_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,23,0,0,0,0,7,0,0,0,24,0,0,0,0,46,0,0,0,0,0,0,0,0
USMEGS201808_100_low_(2)_human.JPG,USMEGS201808_100_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,92,0,0,0,0,0,0,0,0
USMEGS201808_100_low_(3)_human.JPG,USMEGS201808_100_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,17,0,0,0,0,0,0,0,0,54,0,0,0,0,29,0,0,0,0,0,0,0,0
USMEGS201808_107_low_(3)_human.JPG,USMEGS201808_107_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,11,0,0,0,0,0,0,0,0,65,0,0,0,0,24,0,0,0,0,0,0,0,0
USMEGS201808_133_low_(4)_human.JPG,USMEGS201808_133_low_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,2,0,0,0,0,4,0,0,0,5,0,2,0,0,77,0,10,0,0,0,0,0,0
USMEGS201808_133_low_(5)_human.JPG,USMEGS201808_133_low_(5).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,10,0,0,0,4,0,0,0,0,7,0,0,1,31,0,1,0,0,46,0,0,0,0,0,0,0,0
USMEGS201808_134_high_(2)_human.JPG,USMEGS201808_134_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
USMEGS201808_135_high_(2)_human.JPG,USMEGS201808_135_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,22,0,0,1,0,1,0,0,0,4,0,0,0,0,72,0,0,0,0,0,0,0,0
USMEGS201808_135_high_(3)_human.JPG,USMEGS201808_135_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,40,0,0,0,0,2,0,0,0,11,0,1,0,0,46,0,0,0,0,0,0,0,0
USMEGS201808_149_high_(2)_human.JPG,USMEGS201808_149_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,91,0,0,0,0,0,0,0,0
USMEGS201808_149_high_(3)_human.JPG,USMEGS201808_149_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
USMEGS201808_159_high_(2)_human.JPG,USMEGS201808_159_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,89,0,0,0,0,0,0,0,0
USMEGS201808_159_high_(3)_human.JPG,USMEGS201808_159_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,47,0,0,0,0,0,0,0,0,2,0,1,0,0,50,0,0,0,0,0,0,0,0
USMEGS201808_160_high_(2)_human.JPG,USMEGS201808_160_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
USMEGS201808_165_high_(3)_human.JPG,USMEGS201808_165_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,80,0,0,0,0,5,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0
USMEGS201808_166_high_(2)_human.JPG,USMEGS201808_166_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,81,0,0,0,0,0,0,0,0,8,0,0,1,0,10,0,0,0,0,0,0,0,0
USMEGS201808_186_high_(1)_human.JPG,USMEGS201808_186_high_(1).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,94,0,0,0,0,0,0,0,0
USMEGS201808_187_high_(2)_human.JPG,USMEGS201808_187_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,90,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0
USMEGS201808_94_low_(2)_human.JPG,USMEGS201808_94_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,97,0,0,0,0,0,0,0,0
USMEGS201808_94_low_(3)_human.JPG,USMEGS201808_94_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,82,0,0,0,0,0,0,0,0
USMEGS201808_98_low_(2)_human.JPG,USMEGS201808_98_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,97,0,0,0,0,0,0,0,0
USMEGS201808_99_low_(3)_human.JPG,USMEGS201808_99_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,27,0,0,0,0,7,0,0,0,29,0,0,0,0,37,0,0,0,0,0,0,0,0
USMEGS201808_99_low_(4)_human.JPG,USMEGS201808_99_low_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,38,0,0,0,0,7,0,0,0,24,0,0,0,0,31,0,0,0,0,0,0,0,0
USMEGS201905_100_low_(2)_human.JPG,USMEGS201905_100_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,23,0,0,0,0,0,0,0,0,29,0,0,0,0,48,0,0,0,0,0,0,0,0
USMEGS201905_107_low_(2)_human.JPG,USMEGS201905_107_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,40,0,0,0,0,2,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0
USMEGS201905_133_low_(3)_human.JPG,USMEGS201905_133_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,10,0,0,0,0,0,0,0,0,2,0,0,0,53,0,0,0,0,35,0,0,0,0,0,0,0,0
USMEGS201905_134_high_(3)_human.JPG,USMEGS201905_134_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,14,0,0,0,0,1,0,0,0,10,0,0,0,0,75,0,0,0,0,0,0,0,0
USMEGS201905_135_high_(2)_human.JPG,USMEGS201905_135_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
USMEGS201905_149_high_(3)_human.JPG,USMEGS201905_149_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,97,0,0,0,0,0,0,0,0
USMEGS201905_149_high_(4)_human.JPG,USMEGS201905_149_high_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,79,0,0,0,0,0,0,0,0
USMEGS201905_159_high_(2)_human.JPG,USMEGS201905_159_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
USMEGS201905_160_high_(2)_human.JPG,USMEGS201905_160_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
USMEGS201905_160_high_(3)_human.JPG,USMEGS201905_160_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
USMEGS201905_165_high_(2)_human.JPG,USMEGS201905_165_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,67,0,0,0,0,2,0,0,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0
USMEGS201905_166_high_(3)_human.JPG,USMEGS201905_166_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,41,0,0,0,0,3,0,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0
USMEGS201905_187_high_(2)_human.JPG,USMEGS201905_187_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,90,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
USMEGS201905_94_low_(2)_human.JPG,USMEGS201905_94_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,84,0,0,0,0,0,0,0,0
USMEGS201905_98_low_(2)_human.JPG,USMEGS201905_98_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,14,0,0,0,0,3,0,0,0,63,0,0,0,0,20,0,0,0,0,0,0,0,0
USMEGS201905_99_low_(2)_human.JPG,USMEGS201905_99_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,15,0,0,0,0,2,0,0,0,4,0,0,0,0,74,0,5,0,0,0,0,0,0
USMEGS201905_99_low_(3)_human.JPG,USMEGS201905_99_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,37,0,0,0,0,6,0,0,0,21,0,0,0,0,36,0,0,0,0,0,0,0,0