Name,Annotation status,Annotation area,A,BRY,CNCA,CNTR,CR,CRB,ESS,ESU,MOB,MOCH,MOG,SP,WPOT,SU,SC,LICHEN,SHAD,Unc,MAA,MAEC,MAEF,MAEN,MAENR,MAF,MAG,MALA,MALCB,MAS
USMAMH201807_138_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,1.000,0.000,85.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_138_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_138_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,2.000,0.000,76.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_138_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,79.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_139_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,12.000,0.000,0.000,84.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_139_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,0.000,0.000,85.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_139_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,18.000,3.000,0.000,76.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_139_low_(3)_robot.JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,5.000,0.000,0.000,85.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_419_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,7.000,1.000,0.000,66.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_419_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,1.000,0.000,0.000,79.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_433_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.000,0.000,1.000,1.000,0.000,19.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_433_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000,0.000,0.000,0.000,20.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_438_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,3.000,0.000,76.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_438_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,91.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_442_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,82.000,12.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_442_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_445_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.000,0.000,0.000,0.000,0.000,12.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_445_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,80.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_466_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,11.000,1.000,0.000,63.000,9.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_466_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,3.000,0.000,0.000,77.000,0.000,4.000,0.000,5.000,0.000,0.000,0.000,0.000
USMAMH201807_466_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,1.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,22.000,0.000,6.000,0.000,0.000,0.000,1.000,0.000,15.000,3.000,0.000,35.000,5.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_466_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,3.000,0.000,0.000,60.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_503_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,1.000,0.000,85.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_503_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_503_high_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,38.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,3.000,0.000,20.000,4.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_503_high_(4)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,35.000,0.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_518_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.000,95.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_518_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_552_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,3.000,0.000,73.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_552_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,64.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_591_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,11.000,0.000,0.000,86.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_591_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,96.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_591_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,78.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_591_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,89.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_592_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,85.000,0.000,7.000,0.000,0.000,0.000,2.000,0.000,0.000
USMAMH201807_592_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_592_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,14.000,1.000,0.000,74.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_592_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,90.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_592_low_(6).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,2.000,0.000,0.000,49.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_592_low_(6)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,59.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,38.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_593_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,41.000,0.000,44.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_593_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,53.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_593_low_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_593_low_(4)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_594_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,28.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,5.000,0.000,6.000,2.000,0.000,46.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_594_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,46.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_594_low_(6).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,98.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_594_low_(6)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_595_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,0.000,8.000,2.000,0.000,61.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_595_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,74.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_596_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.000,1.000,6.000,0.000,15.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_596_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.000,0.000,0.000,0.000,20.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_597_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.000,0.000,1.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_597_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_598_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,14.000,0.000,0.000,78.000,0.000,2.000,0.000,5.000,0.000,0.000,0.000,0.000
USMAMH201807_598_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,94.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000
USMAMH201807_598_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,1.000,0.000,63.000,0.000,7.000,0.000,10.000,0.000,2.000,0.000,0.000
USMAMH201807_598_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,80.000,0.000,8.000,0.000,3.000,0.000,0.000,0.000,0.000
USMAMH201807_598_high_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,1.000,0.000,4.000,0.000,0.000,0.000,16.000,0.000,7.000,0.000,0.000,42.000,0.000,16.000,0.000,3.000,0.000,0.000,0.000,0.000
USMAMH201807_598_high_(4)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,2.000,0.000,0.000,37.000,0.000,18.000,0.000,2.000,0.000,0.000,0.000,0.000
USMAMH201807_599_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,1.000,0.000,76.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000
USMAMH201807_599_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,87.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
USMAMH201807_599_high_(4).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,18.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,26.000,0.000,0.000,48.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_599_high_(4)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,17.000,0.000,0.000,62.000,0.000,5.000,0.000,2.000,0.000,0.000,0.000,0.000
USMAMH201807_600_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,0.000,13.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,68.000,0.000,3.000,0.000,0.000,12.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201807_600_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.000,0.000,3.000,0.000,0.000,11.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_139_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,3.000,0.000,2.000,0.000,0.000,0.000,8.000,0.000,1.000,1.000,0.000,76.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_139_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,5.000,0.000,2.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,78.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_140_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,28.000,0.000,2.000,0.000,0.000,0.000,1.000,0.000,1.000,2.000,0.000,57.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000
USMAMH201905_140_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,55.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_419_low_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,1.000,0.000,0.000,45.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_419_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,40.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_433_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,52.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_433_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,6.000,0.000,1.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,16.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_438_low_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,27.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,4.000,0.000,0.000,43.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_438_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,29.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,1.000,0.000,0.000,40.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_442_high_(2).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,95.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_442_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_445_high_(3).JPG,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.000,0.000,3.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMAMH201905_445_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.000,0.000,0.000,0.000,0.000,17.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
